# Time-averaged data for fix 3
# TimeStep c_output_pressure v_lx v_ly v_lz
667000 1348.69 36.0842 158.231 21.5704
668000 1370.84 36.0173 158.339 21.6099
669000 1376.25 36.0209 158.384 21.5973
670000 1410.11 35.9972 158.268 21.5966
671000 1401.54 36.0404 158.143 21.5807
672000 1405.52 36.0438 158.252 21.578
673000 1448.83 36.0391 158.227 21.5936
674000 1434.63 36.0069 158.196 21.5897
675000 1452.31 36.0977 158.125 21.5365
676000 1452.39 36.0508 158.138 21.5566
677000 1453.63 36.138 157.978 21.5357
678000 1483.33 36.0639 157.987 21.5456
679000 1475.22 36.0339 158.16 21.5438
680000 1509.45 36.0934 157.87 21.5414
681000 1498.28 36.1149 157.968 21.5467
682000 1508.6 36.0205 158.122 21.5586
683000 1527.22 36.0814 157.916 21.5359
684000 1532.75 36.1329 158.06 21.5034
685000 1548.65 36.0726 158.057 21.5197
686000 1555.13 36.0554 157.932 21.5412
687000 1564.32 36.0232 158.089 21.5266
688000 1563.63 36.053 157.967 21.5108
689000 1595.61 36.0971 157.807 21.5064
690000 1594.82 36.0953 157.891 21.4973
691000 1603.12 36.0136 157.921 21.5567
692000 1620.65 36.0202 158.062 21.5309
693000 1620.77 36.047 158.136 21.5208
694000 1637.34 36.0204 158.041 21.5495
695000 1632.31 36.0204 158.21 21.5338
696000 1668.61 36.0572 158.01 21.4988
697000 1660.17 36.0695 157.994 21.4837
698000 1676.88 36.0662 157.898 21.4731
699000 1686.25 36.015 157.952 21.4979
700000 1691.9 36.0263 157.854 21.4913
701000 1704.08 35.9617 158.114 21.5277
702000 1708.63 36.0208 158.006 21.4831
703000 1727.12 35.9413 158.142 21.5441
704000 1735.41 36.0671 157.9 21.4819
705000 1750.38 35.9461 158.102 21.5321
706000 1750.88 36.0717 157.901 21.4901
707000 1765.93 35.9963 157.852 21.4993
708000 1781.97 36.0482 157.729 21.4761
709000 1772.71 36.0195 158.018 21.4815
710000 1794.05 35.9856 157.986 21.4926
711000 1801.84 36.0063 157.715 21.4951
712000 1829.58 36.0054 157.868 21.4687
713000 1817.74 35.9125 158.122 21.5112
714000 1835.45 35.9614 157.822 21.4965
715000 1845.37 36.0107 157.816 21.4713
716000 1852.39 36.0142 157.805 21.4586
717000 1872.81 35.9429 157.896 21.4769
718000 1877.37 35.9336 157.876 21.4702
719000 1868.31 35.9836 157.7 21.4613
720000 1915.3 35.9655 157.733 21.4609
721000 1893.3 36.0164 157.758 21.4695
722000 1927.07 36.0593 157.494 21.453
723000 1921.29 35.9808 157.699 21.4736
724000 1933.5 36.0087 157.577 21.4666
725000 1942.1 35.986 157.718 21.4713
726000 1962.12 35.9964 157.627 21.4611
727000 1965.93 35.9633 157.812 21.4938
728000 1971.26 36.0204 157.515 21.4525
729000 1985.92 35.9791 157.606 21.4587
730000 2001.24 35.9965 157.563 21.4384
731000 2000.96 35.9525 157.681 21.4638
732000 2001.81 36.0539 157.512 21.4168
733000 1990.61 36.0178 157.5 21.4105
734000 2004.81 35.9899 157.508 21.4352
735000 2005.22 35.9136 157.729 21.4874
736000 2003.8 35.9596 157.603 21.4478
737000 1993.12 35.9828 157.53 21.4532
738000 2017.26 36.0309 157.44 21.433
739000 1973.73 36.0441 157.378 21.4184
740000 2017.2 36.0472 157.493 21.4145
741000 2001.38 36.0544 157.494 21.4157
742000 1998.37 35.9681 157.564 21.4714
743000 2005.21 36.0394 157.49 21.4052
744000 1983.96 36.0704 157.352 21.4167
745000 2001.1 36.094 157.363 21.3977
746000 2000.55 36.0578 157.527 21.4002
747000 2002.05 36.0645 157.386 21.411
748000 2002.96 36.0646 157.259 21.4185
749000 1999.51 36.1029 157.349 21.3773
750000 1990.54 36.0546 157.346 21.4022
751000 2020.58 36.1072 157.328 21.3791
752000 1989.79 36.054 157.417 21.3808
753000 2005.28 36.0501 157.527 21.3993
754000 1997.04 36.0159 157.689 21.4061
755000 2016.79 36.0183 157.518 21.4274
756000 1979.25 36.0487 157.546 21.4125
757000 2001.71 35.9937 157.683 21.4129
758000 2007.75 35.994 157.542 21.43
759000 1999.41 36.0465 157.571 21.409
760000 1998.88 36.0509 157.556 21.4173
761000 1988.89 35.9959 157.518 21.4414
762000 2002.12 36.0128 157.341 21.4454
763000 2006.48 36.017 157.545 21.4167
764000 2010.03 36.0737 157.367 21.4102
765000 1979.93 36.068 157.45 21.4167
766000 2011.36 36.0308 157.508 21.4091
767000 1984.47 36.0698 157.517 21.4228
768000 2000.58 36.0663 157.397 21.4072
769000 2003.22 36.0614 157.535 21.3908
770000 1999.44 36.0194 157.577 21.4194
771000 2001.48 36.0275 157.435 21.3907
772000 1986.11 36.053 157.291 21.4008
773000 1999.37 36.0218 157.601 21.3947
774000 2005.56 36.1041 157.311 21.3698
775000 2007.9 36.1284 157.252 21.387
776000 1995.26 36.0985 157.341 21.3921
777000 1984.36 36.1288 157.191 21.3774
778000 2011.13 36.1007 157.409 21.3865
779000 2010.26 36.1118 157.412 21.3729
780000 2004.63 36.1388 157.217 21.3735
781000 1996.73 36.1635 157.233 21.3536
782000 2005.88 36.1874 157.11 21.3685
783000 2005.18 36.1102 157.298 21.3754
784000 1991.56 36.1298 157.268 21.3941
785000 2000.75 36.0989 157.307 21.3932
786000 1990.09 36.1098 157.268 21.4077
787000 2003.85 36.0995 157.398 21.4001
788000 2002.67 36.1484 157.26 21.3743
789000 1988.63 36.1306 157.311 21.379
790000 2000.84 36.1074 157.326 21.3967
791000 2011.86 36.0921 157.403 21.3821
792000 1983.07 36.1208 157.305 21.395
793000 2011.23 36.1641 157.303 21.3898
794000 2006.53 36.0858 157.41 21.4035
795000 1999.6 36.049 157.489 21.4162
796000 1993.15 36.1038 157.335 21.3734
797000 2008.01 36.1249 157.244 21.3934
798000 1999.43 36.1335 157.509 21.3719
799000 2004.31 36.1287 157.24 21.3625
800000 1989.9 36.1305 157.296 21.3764
801000 2004.64 36.1166 157.329 21.3824
802000 1994.02 36.1048 157.444 21.3913
803000 2014.39 36.1993 157.219 21.3511
804000 1991.71 36.1679 157.184 21.3734
805000 1992.82 36.1971 157.197 21.3557
806000 2001.22 36.1261 157.256 21.3852
807000 2006.73 36.206 157.07 21.355
808000 1999.22 36.1302 157.319 21.3683
809000 1992.26 36.1993 156.944 21.3597
810000 2002.05 36.1647 157.214 21.361
811000 2003.46 36.1846 157.251 21.3631
812000 2003.98 36.1487 157.232 21.401
813000 1997.98 36.1223 157.282 21.385
814000 1987.52 36.0972 157.26 21.4126
815000 1997.63 36.1118 157.429 21.393
816000 2004.47 36.1241 157.234 21.4038
817000 2006.74 36.1134 157.356 21.3962
818000 1999.86 36.1031 157.256 21.4091
819000 2001.3 36.1336 157.188 21.4025
820000 2000.51 36.146 157.215 21.3871
821000 1997.79 36.1466 157.218 21.394
822000 1999 36.1618 157.257 21.4002
823000 1997.86 36.129 157.302 21.4154
824000 1995.83 36.1905 157.181 21.3904
825000 2009.64 36.1216 157.163 21.4153
826000 2000.98 36.1838 157.238 21.3844
827000 1994.97 36.1458 157.268 21.403
828000 2005.23 36.2094 157.101 21.3738
829000 2004.75 36.1669 157.228 21.3861
830000 1999.06 36.1323 157.335 21.4086
831000 1993.15 36.1187 157.367 21.4132
832000 1993.23 36.1538 157.183 21.4048
833000 2013.81 36.0813 157.453 21.4276
834000 1994.56 36.1245 157.198 21.4145
835000 1996.55 36.1586 157.231 21.3953
836000 1996.41 36.13 157.308 21.3906
837000 2006.85 36.1046 157.242 21.4206
838000 1979.8 36.117 157.321 21.429
839000 2022.33 36.1033 157.231 21.4168
840000 1990.95 36.1512 157.248 21.3968
841000 2003.11 36.1174 157.286 21.4255
842000 2001.85 36.2317 157.034 21.3662
843000 1983.48 36.1772 157.239 21.3925
844000 2008.4 36.1786 157.079 21.3868
845000 2010.7 36.1758 157.189 21.3765
846000 1996.96 36.239 157.026 21.3651
847000 1999.58 36.2464 157.017 21.3592
848000 2006.63 36.1458 157.246 21.381
849000 1987.17 36.168 157.137 21.4072
850000 2003.19 36.1695 157.222 21.3931
851000 2005.19 36.158 157.261 21.4133
852000 1989.01 36.1721 157.209 21.3887
853000 2000.08 36.1585 157.261 21.384
854000 1996.42 36.1538 157.176 21.3869
855000 2011.94 36.1541 157.081 21.3931
856000 2006.24 36.1288 157.391 21.3704
857000 1980.39 36.2714 156.998 21.3495
858000 1995.91 36.1649 157.222 21.3918
859000 2006.78 36.206 157.077 21.3442
860000 1992.44 36.2104 157.189 21.3487
861000 2014.44 36.1544 157.213 21.377
862000 2010.72 36.1599 157.178 21.3553
863000 1985.61 36.2526 157.101 21.3234
864000 1995.39 36.2435 157.076 21.3593
865000 2006.08 36.2169 157.076 21.3454
866000 1990.79 36.193 157.159 21.3424
867000 2007.38 36.2182 157.016 21.3607
868000 1990.44 36.2002 157.13 21.3659
869000 2004.91 36.2135 156.989 21.3487
870000 2004.64 36.1927 157.055 21.351
871000 2005.52 36.2435 156.997 21.323
872000 2004.77 36.18 157.149 21.3653
873000 2006.43 36.2348 156.976 21.3393
874000 1996.54 36.2437 156.992 21.3329
875000 1998.48 36.1937 157.131 21.3549
876000 1993.56 36.2056 157.049 21.3486
877000 2012.12 36.2351 157.008 21.3326
878000 1990.56 36.149 157.247 21.363
879000 1998.19 36.2823 156.916 21.3188
880000 1995.66 36.1724 157.13 21.3722
881000 2005.44 36.1908 157.076 21.349
882000 1989.73 36.2733 156.894 21.3293
883000 2014.35 36.2454 156.902 21.3399
884000 1999.76 36.2769 156.81 21.3248
885000 1978.15 36.2356 156.932 21.3415
886000 2022.82 36.2541 156.872 21.333
887000 1989.14 36.234 157.006 21.3539
888000 1992.17 36.186 156.965 21.3711
889000 2002.22 36.2404 156.905 21.3634
890000 2002.43 36.23 156.913 21.3441
891000 2003.62 36.1804 156.947 21.3785
892000 2004.32 36.243 156.919 21.347
893000 2000.59 36.3021 156.807 21.3162
894000 1980.43 36.2256 156.913 21.359
895000 2017.29 36.2 156.9 21.3678
896000 1993.68 36.1956 157.031 21.3432
897000 1997.6 36.1996 157.024 21.3361
898000 2002.21 36.2547 156.907 21.349
899000 2002.25 36.1841 157.001 21.3575
900000 1988.67 36.1957 157.108 21.3462
901000 2004.03 36.252 156.882 21.3228
902000 2004.05 36.2751 156.947 21.3454
903000 2006.54 36.2114 157.005 21.3583
904000 1999.74 36.1946 157.004 21.349
905000 1997.35 36.2316 156.888 21.3468
906000 1992.94 36.2326 156.997 21.3497
907000 2005.74 36.217 156.942 21.3382
908000 2008.18 36.2072 156.948 21.3478
909000 1986.56 36.2103 156.986 21.3558
910000 2013.93 36.2794 156.733 21.3211
911000 1981.29 36.1667 157.097 21.3733
912000 2017.21 36.2013 156.942 21.3449
913000 1988.72 36.2109 157.098 21.339
914000 2018.88 36.1786 157.099 21.3369
915000 1987.35 36.2051 156.986 21.369
916000 1995.6 36.2491 157.042 21.3441
917000 2006.57 36.2254 156.968 21.3391
918000 1995.03 36.2479 156.85 21.3619
919000 2006.08 36.2199 156.849 21.3558
920000 1998.28 36.1479 157.115 21.3527
921000 1993.86 36.2327 156.983 21.3332
922000 1995.42 36.2121 156.894 21.3417
923000 2014.31 36.2372 156.913 21.337
924000 1992.91 36.2333 156.985 21.3408
925000 1993.02 36.2323 157.045 21.3485
926000 2008.1 36.2089 156.989 21.3538
927000 1988.19 36.1985 156.978 21.3343
928000 2000.51 36.2204 156.959 21.3338
929000 2002.85 36.1524 157.023 21.3644
930000 2001.65 36.2401 156.946 21.3228
931000 2002.69 36.1467 157.164 21.3657
932000 2022.62 36.1987 156.936 21.3456
933000 2012.34 36.1844 157.022 21.3478
934000 2044.06 36.2052 156.977 21.3591
935000 2038.58 36.1816 157.092 21.3512
936000 2068.8 36.1976 156.96 21.3548
937000 2049.58 36.2182 156.977 21.3246
938000 2080.03 36.1996 156.906 21.3152
939000 2093.46 36.2587 156.873 21.3271
940000 2101.18 36.1473 157.024 21.3367
941000 2100.96 36.2194 156.871 21.3301
942000 2104.82 36.1429 157.07 21.3665
943000 2133.28 36.2253 156.855 21.3076
944000 2129.87 36.1513 157.105 21.3316
945000 2143.81 36.2261 156.739 21.3095
946000 2156.14 36.2312 156.838 21.2869
947000 2169.68 36.1971 157.015 21.311
948000 2170.05 36.2454 156.752 21.3047
949000 2184.96 36.2589 156.716 21.2845
950000 2191.12 36.1817 156.939 21.292
951000 2217.85 36.22 156.735 21.2926
952000 2217.75 36.224 156.669 21.3043
953000 2219.08 36.1793 156.862 21.3124
954000 2227.92 36.2153 156.639 21.3181
955000 2254.37 36.1864 156.891 21.2902
956000 2259.25 36.1979 156.813 21.3012
957000 2260.27 36.1812 156.883 21.2877
958000 2267.33 36.1782 156.889 21.2841
959000 2291.59 36.1539 156.839 21.2977
960000 2292.94 36.1729 156.699 21.3016
961000 2310.83 36.1298 156.877 21.313
962000 2318.31 36.1328 156.804 21.3114
963000 2321.71 36.145 156.698 21.3017
964000 2352.38 36.183 156.74 21.286
965000 2324.44 36.1389 156.75 21.2944
966000 2351.52 36.2413 156.57 21.2497
967000 2376.19 36.1722 156.718 21.2822
968000 2359.2 36.1648 156.66 21.2756
969000 2397.43 36.1228 156.888 21.2713
970000 2408.37 36.1724 156.871 21.2454
971000 2405.06 36.1562 156.599 21.2789
972000 2406.53 36.1386 156.697 21.2749
973000 2414.24 36.1856 156.584 21.2703
974000 2434 36.145 156.614 21.2729
975000 2446.9 36.1435 156.719 21.27
976000 2454.57 36.1278 156.694 21.2603
977000 2470.9 36.093 156.823 21.2874
978000 2457.98 36.0917 156.839 21.2853
979000 2494.22 36.1098 156.835 21.2598
980000 2509.89 36.0859 156.742 21.2713
981000 2479.89 36.1753 156.654 21.2315
982000 2522.35 36.0935 156.847 21.2603
983000 2523.99 36.1212 156.716 21.2367
984000 2547.4 36.0772 156.778 21.2466
985000 2529.98 36.1348 156.648 21.2334
986000 2556.27 36.1361 156.624 21.2395
987000 2562.11 36.1817 156.517 21.2346
988000 2585.58 36.0727 156.773 21.257
989000 2600.99 36.0718 156.69 21.2523
990000 2568.17 36.1167 156.55 21.2397
991000 2615.04 36.114 156.563 21.2189
992000 2616.51 36.076 156.638 21.2356
993000 2620.15 36.0952 156.702 21.2411
994000 2632.55 36.0958 156.505 21.244
995000 2658.33 36.0607 156.611 21.2609
996000 2645.15 36.0907 156.47 21.2423
997000 2663.93 36.0361 156.718 21.2462
998000 2687.02 36.0119 156.737 21.2464
999000 2677.63 36.0158 156.68 21.2359
1000000 2686.06 36.0516 156.511 21.2224
1001000 2702.24 36.0493 156.66 21.2087
1002000 2712.01 36.078 156.527 21.2165
1003000 2727.96 36.0799 156.378 21.2169
1004000 2751.91 36.0747 156.479 21.2003
1005000 2728.63 36.0693 156.511 21.2138
1006000 2754.93 36.0402 156.492 21.2211
1007000 2765.05 36.0399 156.562 21.2215
1008000 2771.96 36.0662 156.41 21.1824
1009000 2773.79 36.0493 156.448 21.2141
1010000 2811.78 36.084 156.372 21.1838
1011000 2797.33 36.0692 156.312 21.2026
1012000 2820.98 36.0485 156.444 21.2053
1013000 2824.76 36.0201 156.379 21.2101
1014000 2836.69 36.0652 156.36 21.1881
1015000 2841.91 36.0924 156.216 21.1876
1016000 2856.55 36.0226 156.38 21.2028
1017000 2857.02 36.0865 156.264 21.1834
1018000 2887.66 36.0304 156.394 21.1904
1019000 2877.5 36.0153 156.383 21.2033
1020000 2900.02 36.0504 156.397 21.1768
1021000 2895.41 36.0175 156.418 21.1976
1022000 2924.99 36.0177 156.389 21.1922
1023000 2930.29 36.0347 156.413 21.1811
1024000 2926.93 35.9957 156.381 21.2008
1025000 2951.92 36.0077 156.321 21.1922
1026000 2956.27 36.0311 156.372 21.1951
1027000 2948.06 36.0108 156.443 21.1661
1028000 3001.81 36.0082 156.321 21.198
1029000 2979.29 36.01 156.396 21.1884
1030000 2995.38 36.0093 156.342 21.1743
1031000 3003.74 36.022 156.364 21.178
1032000 2997.37 35.985 156.38 21.1801
1033000 3003.37 36.0354 156.299 21.1706
1034000 3006 35.9998 156.44 21.1661
1035000 2986.01 35.9998 156.479 21.1735
1036000 3004.92 36.0341 156.304 21.1441
1037000 2997.97 35.9804 156.355 21.1866
1038000 3009.09 36.0241 156.379 21.1633
1039000 2993.06 35.99 156.368 21.1871
1040000 2999.03 36.015 156.353 21.16
1041000 3016.1 36.0032 156.324 21.1559
1042000 2983.52 35.9892 156.275 21.1778
1043000 2999.64 36.0531 156.231 21.1547
1044000 3006.52 36.005 156.31 21.1659
1045000 3000.76 36.0014 156.284 21.1751
1046000 2991.96 36.0031 156.457 21.1691
1047000 3013.22 36.0367 156.194 21.1603
1048000 2996.75 36.0162 156.35 21.1592
1049000 2993.71 35.9911 156.398 21.1672
1050000 3000.16 35.9879 156.254 21.1836
1051000 3011.67 36.0363 156.269 21.1562
1052000 2990.38 35.9985 156.289 21.1641
1053000 3002.42 36.0063 156.272 21.1648
1054000 2999.37 35.9888 156.343 21.1757
1055000 3004.57 36.001 156.312 21.1663
1056000 3000.89 36.0039 156.308 21.1629
1057000 3002.85 35.9891 156.374 21.1751
1058000 2989.52 36.0091 156.275 21.1569
1059000 3003.53 35.9653 156.285 21.1749
1060000 3007.37 36.0198 156.14 21.1663
1061000 2999.19 35.992 156.333 21.1667
1062000 3004.39 35.9698 156.366 21.181
1063000 2991.47 35.9964 156.231 21.1755
1064000 3018.41 35.9964 156.268 21.1702
1065000 2986.61 35.9915 156.279 21.1821
1066000 2999.88 36.0274 156.118 21.1574
1067000 2995.82 35.9974 156.244 21.1753
1068000 3005.49 36.0083 156.183 21.1683
1069000 2996.8 36.0156 156.113 21.1866
1070000 3006.12 35.9937 156.345 21.1513
1071000 2998.02 36.0025 156.245 21.1636
1072000 3004.5 35.9982 156.291 21.1659
1073000 2993.04 36.0376 156.244 21.1637
1074000 3008.25 36.0034 156.257 21.1687
1075000 2995.77 35.9846 156.249 21.1774
1076000 3016.93 36.0069 156.235 21.16
1077000 2986.92 35.9905 156.321 21.1741
1078000 3007.06 36.0204 156.21 21.1481
1079000 2996.19 35.9905 156.365 21.1717
1080000 3008.18 36.0005 156.136 21.1788
1081000 2994.99 35.9646 156.295 21.1907
1082000 2993.33 35.9897 156.413 21.1774
1083000 2999.28 35.9852 156.227 21.1639
1084000 3008.13 35.9689 156.254 21.1932
1085000 2998.07 36.038 156.156 21.1548
1086000 3005.84 36.0265 156.012 21.1744
1087000 2993.59 36.0086 156.15 21.1734
1088000 2991.66 36.0013 156.189 21.1732
1089000 3011.61 36.0263 156.029 21.1887
1090000 3002.97 36.0317 156.218 21.1526
1091000 2991.81 36.0169 156.121 21.1832
1092000 3008.13 36.0144 156.121 21.176
1093000 2985.78 36.033 156.188 21.18
1094000 3013.96 36.0384 156.124 21.1643
1095000 2992.25 35.9489 156.33 21.2003
1096000 2998.86 36.0227 156.295 21.1821
1097000 3016.43 35.982 156.264 21.1911
1098000 2993.16 36.0023 156.247 21.1783
1099000 2999.29 35.9985 156.34 21.1744
1100000 2990.11 35.9523 156.403 21.1986
1101000 3004.59 36.015 156.219 21.1672
1102000 3004.95 35.9991 156.253 21.1714
1103000 2998.32 35.9897 156.296 21.1792
1104000 3004.72 35.9842 156.388 21.1782
1105000 3007.47 36.0289 156.266 21.1593
1106000 3000.97 35.9629 156.357 21.1943
1107000 2996.6 35.9992 156.327 21.1886
1108000 3009.72 35.9844 156.187 21.1751
1109000 3001.55 36.0168 156.141 21.1872
1110000 2986.77 35.9855 156.25 21.1882
1111000 3009 36.0445 156.141 21.1616
1112000 2992.81 36.0352 156.012 21.1658
1113000 3007.77 36.0753 155.972 21.1531
1114000 2995.02 36.0165 156.199 21.1729
1115000 2998.44 36.0212 156.198 21.1628
1116000 3005.56 35.9795 156.205 21.191
1117000 3001.94 35.981 156.29 21.1848
1118000 2995.94 35.9934 156.141 21.1786
1119000 2995.14 35.971 156.193 21.1868
1120000 3015.79 35.9399 156.233 21.1926
1121000 2990.12 36.0287 156.056 21.153
1122000 3001.38 35.9466 156.373 21.1965
1123000 2994.21 35.9769 156.253 21.1752
1124000 3009.39 35.9837 156.132 21.1805
1125000 2982.51 35.9794 156.176 21.1844
1126000 3020.64 36.0171 156.143 21.1667
1127000 2983.6 36.0005 156.096 21.1848
1128000 3018.93 36.0058 156.112 21.187
1129000 2996.48 35.9787 156.159 21.1809
1130000 3000.03 35.9546 156.275 21.1888
1131000 2982.91 36.0065 156.045 21.1795
1132000 3013.81 36.0098 156.123 21.1708
1133000 3003.79 35.9683 156.289 21.1752
1134000 2992.73 36.0207 156.053 21.1734
1135000 2996.14 36.0048 156.051 21.1752
1136000 3009.58 35.9427 156.281 21.1897
1137000 2992.75 35.9837 156.27 21.1737
1138000 3003.5 35.9569 156.215 21.1984
1139000 2999.79 36.0229 156.125 21.179
1140000 3002.7 35.932 156.372 21.2149
1141000 3004.6 35.9623 156.28 21.1869
1142000 2984.85 35.9821 156.238 21.1999
1143000 3007.17 35.9028 156.35 21.2266
1144000 3001.14 35.9933 156.355 21.1585
1145000 2997.19 36.0088 156.157 21.1829
1146000 3005.68 35.9754 156.273 21.1794
1147000 2998.06 35.9851 156.285 21.1797
1148000 2991.43 35.9555 156.253 21.2134
1149000 3005.79 36.0002 156.126 21.1741
1150000 3001.56 35.9591 156.34 21.1993
1151000 2997.33 36.0356 156.048 21.1739
1152000 3012.44 35.9771 156.169 21.1887
1153000 3001.68 35.9306 156.299 21.204
1154000 2979.55 35.9683 156.215 21.1986
1155000 3017.46 35.9875 156.14 21.1914
1156000 3009.06 36.0002 156.231 21.1695
1157000 2991.27 35.9853 156.101 21.189
1158000 2989.82 35.9892 156.227 21.1795
1159000 3008.38 35.9522 156.173 21.1949
1160000 3006.9 35.9866 156.136 21.1782
1161000 2995.16 36.057 156.022 21.1539
1162000 2997.19 35.999 156.17 21.1798
1163000 3003.89 35.9999 156.051 21.1898
1164000 2986.37 36.0352 156.07 21.1664
1165000 3019.33 36.0191 156.007 21.1798
1166000 2984.97 36.0149 156.025 21.1846
1167000 3010.29 36.0264 156.033 21.1736
1168000 3000.09 36.0383 155.868 21.164
1169000 3001.65 36.0278 155.936 21.1708
1170000 2986.51 36.0344 155.94 21.1837
1171000 3012.01 36.0821 155.825 21.1512
1172000 2993.11 36.01 155.966 21.186
1173000 3008.02 36.0524 155.893 21.1476
1174000 2986.83 36.0106 156.021 21.1705
1175000 3005.12 36.0256 155.997 21.1605
1176000 3002.44 36.0555 155.881 21.1569
1177000 2994.12 35.9793 156.16 21.1629
1178000 3018.91 36.0281 155.946 21.1574
1179000 2974.99 36.0132 156.081 21.1487
1180000 3012.24 36.0241 156.083 21.1522
1181000 2991.82 36.0441 156.002 21.1547
1182000 3004.98 36.0537 155.989 21.1546
1183000 2992.49 36.0438 155.994 21.1572
1184000 3010.61 36.017 156.024 21.1703
1185000 3007.37 36.0517 156.028 21.141
1186000 2990.57 36.0193 155.914 21.1725
1187000 3010.79 36.084 155.876 21.1426
1188000 2992.9 36.054 155.929 21.14
1189000 2986.59 36.0124 155.897 21.1653
1190000 3015.35 36.0226 155.938 21.1704
1191000 2979.86 36.014 156.08 21.1435
1192000 3009.11 36.0323 155.866 21.1553
1193000 3000.64 36.0144 156.045 21.1663
1194000 3015.07 36.0292 155.87 21.1592
1195000 2987.7 36.0142 156.029 21.1813
1196000 3005.54 36.002 155.889 21.1732
1197000 2995.3 36.0738 155.866 21.1503
1198000 2994.48 36.0353 156.014 21.1391
1199000 3010.01 36.0408 155.867 21.1569
1200000 2989.3 36.0283 156.018 21.1566
1201000 3013.01 36.0588 155.928 21.1624
1202000 2985.19 36.0102 155.989 21.1564
1203000 2994.66 36.0501 155.878 21.1502
1204000 2996.26 36.0406 155.929 21.1411
1205000 3002.04 36.043 155.977 21.1573
1206000 3011.33 36.0563 155.837 21.1394
1207000 2991.57 36.0379 155.989 21.1477
1208000 3003.47 36.0493 155.912 21.1537
1209000 2988.01 36.0637 155.898 21.1531
1210000 3002.53 36.0246 155.978 21.1516
1211000 2994.08 36.0487 155.942 21.1502
1212000 3016.87 36.0364 155.991 21.154
1213000 2986.51 36.0563 155.878 21.1392
1214000 3003.98 36.058 155.945 21.1379
1215000 3005.06 36.0566 155.855 21.1495
1216000 2997.57 36.0555 155.851 21.1468
1217000 2983.84 36.0376 156.007 21.1444
1218000 3024.98 36.0112 155.96 21.1741
1219000 2994.05 36.0505 156.006 21.1443
1220000 2995.97 36.0352 155.984 21.1439
1221000 3010.67 36.0229 155.946 21.1639
1222000 2991.48 36.0112 156.024 21.169
1223000 3000.69 36.1174 155.797 21.1179
1224000 2987.87 35.9961 156.105 21.1731
1225000 3002.21 36.0486 156.012 21.1453
1226000 3014.62 35.9842 156.077 21.161
1227000 3004.94 36.0504 156.047 21.1393
1228000 2988.97 36.0425 156.035 21.1437
1229000 3000.18 36.0256 155.979 21.1523
1230000 2984.55 36.0283 156.013 21.1538
1231000 3005.62 36.0138 156.119 21.1437
1232000 3009.32 36.0134 155.979 21.157
1233000 3035.83 35.9917 156.118 21.1456
1234000 3034.11 36.0169 156.1 21.1593
1235000 3033.63 36.0253 156.049 21.1579
1236000 3061.25 36.0109 156.059 21.1397
1237000 3078.1 35.9915 156.028 21.163
1238000 3065.28 36.0679 155.912 21.125
1239000 3081.99 36.0163 155.94 21.1411
1240000 3104.67 36.0585 155.821 21.1342
1241000 3093.55 36.0218 155.975 21.1383
1242000 3120.2 36.0052 156.107 21.1377
1243000 3122.42 36.0126 156.118 21.133
1244000 3125.42 36.0106 156.017 21.1323
1245000 3156.31 35.9465 156.226 21.132
1246000 3155.56 36.0605 155.85 21.1095
1247000 3165.27 36.035 155.882 21.1184
1248000 3179.45 36.0203 155.954 21.1059
1249000 3180.29 36.0546 155.782 21.1144
1250000 3206.66 36.0454 155.89 21.1057
1251000 3197.35 35.9893 156.029 21.1287
1252000 3215.68 36.0322 155.811 21.1129
1253000 3238.46 36.0181 155.932 21.119
1254000 3235.52 36.0692 155.843 21.0858
1255000 3231.92 36.0388 155.767 21.1131
1256000 3261.72 36.0331 155.736 21.0875
1257000 3248.84 36.0131 155.932 21.1
1258000 3291.46 36.0278 155.732 21.1051
1259000 3275.23 35.982 155.868 21.1105
1260000 3299.14 36.0007 155.879 21.1008
1261000 3308.45 35.9953 155.709 21.1128
1262000 3321.7 35.9932 155.735 21.1124
1263000 3334.41 36.0165 155.742 21.0797
1264000 3325.2 36.0258 155.642 21.0921
1265000 3338.01 35.9798 155.791 21.0971
1266000 3359.55 36.0259 155.692 21.0916
1267000 3352.67 35.9961 155.727 21.0884
1268000 3388.71 36.0237 155.728 21.0756
1269000 3376.96 35.9881 155.765 21.0922
1270000 3394.37 35.9765 155.66 21.1052
1271000 3422.81 36.0219 155.617 21.0733
1272000 3393.76 36.0031 155.613 21.0861
1273000 3437.56 36.0183 155.545 21.0727
1274000 3427.98 35.9838 155.726 21.0788
1275000 3454.62 35.9816 155.647 21.0883
1276000 3451.19 36.0108 155.593 21.0736
1277000 3463.78 35.9667 155.674 21.0868
1278000 3481.15 35.9389 155.66 21.1021
1279000 3476.33 36.0421 155.536 21.0616
1280000 3499.41 35.9691 155.661 21.0677
1281000 3490.98 35.949 155.705 21.0925
1282000 3537.62 35.9754 155.458 21.0832
1283000 3516.01 35.9983 155.597 21.067
1284000 3533.01 35.9617 155.626 21.0786
1285000 3552.36 36.0501 155.461 21.0501
1286000 3547.69 35.9551 155.759 21.0689
1287000 3565.71 35.9635 155.681 21.0561
1288000 3560.71 35.9416 155.613 21.0824
1289000 3600.97 35.9494 155.708 21.0591
1290000 3592.05 35.9857 155.534 21.0548
1291000 3619.92 35.911 155.68 21.0687
1292000 3602.81 35.9803 155.599 21.0448
1293000 3630.21 35.995 155.497 21.0418
