# Time-averaged data for fix 3
# TimeStep c_output_pressure v_lx v_ly v_lz
1294000 3628.03 35.9475 155.567 21.0569
1295000 3648.43 35.9484 155.507 21.0574
1296000 3644.32 35.9457 155.605 21.0608
1297000 3669.14 35.9683 155.494 21.0529
1298000 3673.37 35.98 155.455 21.0496
1299000 3688.84 35.933 155.618 21.0605
1300000 3695.02 35.9675 155.48 21.0409
1301000 3698.64 35.9906 155.495 21.0372
1302000 3724.88 35.9604 155.513 21.038
1303000 3730.18 35.938 155.599 21.0511
1304000 3729.62 35.9654 155.371 21.0531
1305000 3754.77 35.9836 155.538 21.0195
1306000 3744.09 35.9295 155.561 21.0525
1307000 3764.18 35.9024 155.444 21.0579
1308000 3778.92 35.9739 155.447 21.04
1309000 3787.96 35.9379 155.464 21.0516
1310000 3792.62 35.9285 155.487 21.0427
1311000 3799.98 35.9454 155.486 21.0315
1312000 3819.89 35.922 155.53 21.0339
1313000 3814.88 35.9138 155.495 21.0478
1314000 3850.82 35.9636 155.366 21.028
1315000 3837.07 35.9523 155.503 21.0189
1316000 3863.21 35.8728 155.522 21.0641
1317000 3861.46 35.947 155.39 21.0206
1318000 3870.29 35.9404 155.421 21.0156
1319000 3897.72 35.9089 155.44 21.0392
1320000 3888.25 35.9917 155.258 21.0093
1321000 3898.28 35.9032 155.466 21.0214
1322000 3925.31 35.9071 155.429 21.031
1323000 3929.37 35.9364 155.3 21.0181
1324000 3923.96 35.9038 155.324 21.0377
1325000 3942.68 35.9083 155.423 21.0279
1326000 3957.42 35.9341 155.26 21.0239
1327000 3954.87 35.956 155.249 21.0111
1328000 3988.56 35.9139 155.338 21.0179
1329000 3976.72 35.9375 155.261 21.0158
1330000 3997.32 35.9069 155.261 21.0256
1331000 4009.9 35.8987 155.3 21.0179
1332000 3980.37 35.8731 155.422 21.0304
1333000 4007.59 35.9335 155.268 21.0008
1334000 4010.75 35.9125 155.296 21.0081
1335000 3979.55 35.8953 155.359 21.0176
1336000 4011.22 35.9042 155.227 21.0283
1337000 3991.7 35.9078 155.301 21.0106
1338000 3991.63 35.8896 155.281 21.0323
1339000 4020.64 35.8989 155.31 21.0141
1340000 3996.09 35.9216 155.121 21.022
1341000 3996.75 35.9021 155.265 21.0174
1342000 3990.34 35.915 155.276 20.9964
1343000 4014.57 35.911 155.229 21.0196
1344000 3990.85 35.9006 155.265 20.9974
1345000 4007.38 35.935 155.224 20.9964
1346000 3995.52 35.9052 155.375 21.0075
1347000 3999.62 35.8948 155.315 21.0103
1348000 4004.02 35.9229 155.238 21.0013
1349000 3998.68 35.8997 155.375 21.0028
1350000 4001.18 35.9066 155.332 21.0085
1351000 3998.29 35.9158 155.295 21.0087
1352000 4009.42 35.8817 155.318 21.022
1353000 3996.19 35.9098 155.332 21.0005
1354000 3990.57 35.9056 155.359 21.0037
1355000 4015.26 35.9118 155.291 21.0115
1356000 3993.35 35.9434 155.251 20.9965
1357000 3993.95 35.8632 155.519 21.0123
1358000 4004.96 35.8947 155.363 21.0086
1359000 4003.63 35.9145 155.193 21.0165
1360000 3995.47 35.8996 155.398 21.0084
1361000 4006.32 35.8911 155.385 20.9983
1362000 4007.77 35.871 155.397 21.0135
1363000 3994.08 35.9099 155.231 21.0124
1364000 3995.98 35.9283 155.341 21.001
1365000 4013.27 35.9087 155.419 20.9992
1366000 3983.01 35.9196 155.314 21.0125
1367000 3995.92 35.8969 155.411 21.0175
1368000 4009.89 35.928 155.394 21.0039
1369000 4010.91 35.9092 155.221 21.0243
1370000 3994.75 35.904 155.33 21.0255
1371000 3992.51 35.9045 155.457 21.0097
1372000 3998.91 35.9109 155.305 21.0175
1373000 3997.54 35.9024 155.337 21.0219
1374000 4016.72 35.9557 155.28 21.0005
1375000 4005.52 35.9382 155.214 21.016
1376000 3996.64 35.9288 155.254 21.0125
1377000 3988.8 35.8931 155.356 21.0255
1378000 3994.59 35.923 155.305 21.0182
1379000 4012.8 35.8985 155.295 21.0257
1380000 3978.92 35.9158 155.317 21.0074
1381000 4026.96 35.9082 155.2 21.0258
1382000 3982.47 35.9761 155.259 20.9985
1383000 4018.06 35.8696 155.29 21.0531
1384000 3984.74 35.9167 155.394 21.0251
1385000 4015.49 35.9286 155.369 21.0021
1386000 3999.29 35.8901 155.412 21.0178
1387000 3991.25 35.907 155.386 21.0233
1388000 4006.67 35.9092 155.285 21.0171
1389000 3986.56 35.9421 155.294 20.992
1390000 4003.52 35.9181 155.249 21.0084
1391000 4007.23 35.9039 155.296 21.0084
1392000 3991.13 35.8957 155.367 21.0234
1393000 3996.75 35.9235 155.176 21.0223
1394000 4000.87 35.9071 155.371 21.007
1395000 3999.21 35.9085 155.32 21.0075
1396000 4008.68 35.9099 155.293 21.0043
1397000 3995.8 35.9439 155.246 21.0018
1398000 4001.11 35.8925 155.291 21.0195
1399000 3991.61 35.9195 155.332 20.9966
1400000 4016.38 35.9394 155.16 21.0029
1401000 3979.17 35.9024 155.299 21.0165
1402000 4006.59 35.8879 155.3 21.0137
1403000 3991.08 35.9486 155.236 20.9949
1404000 4005.01 35.8915 155.223 21.0308
1405000 3996.97 35.9709 155.167 20.9862
1406000 4010.78 35.9149 155.265 21.0019
1407000 3986.32 35.9144 155.298 21.0029
1408000 4013.92 35.8716 155.388 21.0204
1409000 4000.31 35.9163 155.392 20.9868
1410000 4006.71 35.9251 155.263 21.0117
1411000 3977.74 35.9115 155.443 21.0017
1412000 4018.12 35.8776 155.382 21.0127
1413000 3976.72 35.9189 155.295 21.0111
1414000 4014.94 35.8271 155.454 21.0434
1415000 4001.63 35.9303 155.094 21.0013
1416000 3983.61 35.8864 155.282 21.0351
1417000 4019.23 35.9364 155.287 20.9992
1418000 3998.75 35.9271 155.223 21.0054
1419000 3982.57 35.886 155.349 21.0155
1420000 4016.74 35.9113 155.209 21.007
1421000 3997.83 35.9383 155.243 20.9888
1422000 3995.12 35.9046 155.234 21.0147
1423000 3993.36 35.9143 155.19 21.0068
1424000 4000.85 35.9161 155.292 21.0057
1425000 4002.67 35.9302 155.192 20.9954
1426000 4009.26 35.8888 155.291 21.0175
1427000 3977.97 35.9658 155.159 20.9871
1428000 4025.53 35.9448 155.141 20.9802
1429000 3991.08 35.9307 155.155 21.0131
1430000 3994.3 35.8895 155.277 21.0012
1431000 3997.07 35.9255 155.238 20.9932
1432000 4010.28 35.9257 155.201 20.9971
1433000 3989.04 35.891 155.31 21.0196
1434000 4012.15 35.9184 155.193 21.0115
1435000 3996.83 35.9291 155.258 20.9793
1436000 3998.48 35.8783 155.227 21.0186
1437000 3990.8 35.9617 155.094 20.9986
1438000 4024.35 35.9592 155.091 20.9834
1439000 3980.55 35.9205 155.072 21.0264
1440000 4008.17 35.9339 155.204 21.0028
1441000 3986.1 35.9437 155.128 20.9988
1442000 4003.79 35.9329 155.123 21.015
1443000 4012.86 35.969 155.137 20.9815
1444000 4003.58 35.9438 155.127 21.0062
1445000 3992.89 35.966 155.011 20.9991
1446000 4003.08 35.9249 155.201 21.0006
1447000 3999.04 35.8902 155.147 21.0366
1448000 4002.71 35.9238 155.207 21.0083
1449000 4011.41 35.9082 155.217 21.0255
1450000 3979 35.9436 155.117 21.0173
1451000 4005.83 35.9416 155.124 21.0159
1452000 4006.56 35.9347 155.114 21.0027
1453000 3983.5 35.9808 155.044 20.9994
1454000 4022.59 35.9464 155.083 21.0057
1455000 4002.8 35.9585 155.159 20.9856
1456000 4003.41 35.9499 155.046 21.0107
1457000 3998.04 35.9179 155.187 21.0103
1458000 3998.65 35.9381 155.185 21.0039
1459000 3994.83 35.9337 155.21 20.9867
1460000 3995.58 35.9301 155.29 20.9957
1461000 3993.84 35.9332 155.1 21.0119
1462000 4015.67 35.9727 155.095 20.9936
1463000 3985.42 35.9042 155.269 21.0147
1464000 4004.45 35.9515 155.232 20.9991
1465000 4001 35.9345 155.314 20.9916
1466000 3993.12 35.8511 155.364 21.0487
1467000 3998.8 35.9248 155.216 21.0102
1468000 4013.78 35.9519 155.083 20.9979
1469000 3995.14 35.9235 155.176 21.0163
1470000 3998.32 35.9569 155.134 20.9902
1471000 3995.6 35.9322 155.172 21.0033
1472000 3999.9 35.9531 155.136 20.9988
1473000 3999.57 35.943 155.175 20.9971
1474000 3997.11 35.9409 155.217 21.0016
1475000 3985.32 35.9624 155.205 20.972
1476000 4018.06 35.934 155.18 20.9993
1477000 3999.82 35.9318 155.214 21.0082
1478000 3996.81 35.9472 155.281 20.9886
1479000 4002.12 35.907 155.24 21.0135
1480000 4000.3 35.9005 155.321 21.0024
1481000 3998.76 35.9365 155.255 21.005
1482000 4010.75 35.943 155.228 20.9959
1483000 3986.38 35.9508 155.19 20.9912
1484000 4006.05 35.9159 155.341 20.9865
1485000 3993.83 35.9536 155.292 20.9863
1486000 4002.98 35.94 155.114 20.9998
1487000 4001.58 35.9654 155.139 20.9887
1488000 4004.51 35.9071 155.238 21.0028
1489000 3998.91 35.9385 155.231 20.9906
1490000 4000.77 35.9643 155.182 20.9878
1491000 4006.83 35.9516 155.13 20.9961
1492000 3984.73 35.9815 155.114 20.9878
1493000 4003.72 35.9485 155.131 20.9881
1494000 3999.38 35.9066 155.286 21.0017
1495000 4000.05 35.9199 155.275 21.001
1496000 3997.75 35.95 155.159 20.9868
1497000 3998.27 35.9444 155.194 20.9938
1498000 4000.08 35.9318 155.22 20.987
1499000 4003.87 35.9399 155.154 20.9953
1500000 3995.8 35.949 155.186 20.9848
1501000 4003.76 35.9742 155.162 20.982
1502000 3997.15 35.9035 155.392 20.9846
1503000 4001.21 35.9666 155.177 20.9972
1504000 3993.27 35.9023 155.278 20.9933
1505000 4005.5 35.9727 155.1 20.9968
1506000 3997.74 35.9648 155.154 20.9785
1507000 4008.31 35.9149 155.242 20.989
1508000 3979.99 35.9606 155.234 20.9907
1509000 4022.62 35.9859 155.05 20.9687
1510000 3982.99 35.9233 155.189 21.0032
1511000 4020.16 35.9406 155.176 20.985
1512000 3993.91 36.0104 155.009 20.9685
1513000 4007.56 35.9357 155.125 20.999
1514000 3979.73 35.9439 155.126 20.9969
1515000 4005.04 35.936 155.216 20.9869
1516000 4001.64 35.9539 155.083 20.9858
1517000 4001.79 35.9079 155.261 20.9999
1518000 4003.66 35.9339 155.179 20.9906
1519000 4010.08 35.9192 155.268 20.9957
1520000 3994.21 35.9803 155.043 20.9876
1521000 3988.55 35.9206 155.277 20.9954
1522000 4000.2 35.9021 155.212 21.0075
1523000 4015.57 35.9737 155.123 20.9756
1524000 3987.44 35.9587 155.273 20.972
1525000 4001.55 35.9391 155.185 21.0151
1526000 4005.48 35.9172 155.284 20.9839
1527000 3994.71 35.9722 155.151 20.9779
1528000 4009.61 35.8968 155.275 21.0072
1529000 3983.43 35.9411 155.223 20.9917
1530000 4005.87 35.9017 155.284 20.9965
1531000 4005.79 35.9309 155.268 20.9815
1532000 4007.86 35.9044 155.402 20.9866
1533000 4035.88 35.9134 155.243 20.9964
1534000 4031.89 35.9603 155.176 20.9677
1535000 4043.95 35.8854 155.315 20.9943
1536000 4061.6 35.9134 155.26 20.9889
1537000 4056.04 35.9402 155.166 20.9805
1538000 4076.08 35.9193 155.254 20.9804
1539000 4081.38 35.9281 155.133 20.986
1540000 4102.17 35.9153 155.164 20.9835
1541000 4100.51 35.9282 155.212 20.985
1542000 4119.43 35.9712 154.913 20.9754
1543000 4125.77 35.9511 155.069 20.9742
1544000 4132.87 35.9379 155.101 20.9744
1545000 4157.26 35.9298 155.051 20.9635
1546000 4140.26 35.9325 155.077 20.9779
1547000 4180.11 35.9396 155.064 20.9582
1548000 4178.6 35.9472 155.059 20.9758
1549000 4166 35.9534 155.076 20.9619
1550000 4208.53 35.9057 155.123 20.9539
1551000 4191.57 35.9857 154.964 20.9375
1552000 4221.42 35.8871 155.101 20.9805
1553000 4218.5 35.9 155.036 20.9712
1554000 4230.81 35.9382 155.03 20.9536
1555000 4260.53 35.951 154.911 20.9626
1556000 4236.5 35.8953 155.046 20.9748
1557000 4283.14 35.9255 155.081 20.935
1558000 4261.09 35.9198 155 20.9518
1559000 4293.04 35.9224 155.096 20.9419
1560000 4296.11 35.9111 155.054 20.9477
1561000 4302.91 35.9299 155.062 20.9443
1562000 4316.09 35.8863 155.065 20.9676
1563000 4334.65 35.9365 155.037 20.9339
1564000 4318.63 35.8714 155.104 20.9614
1565000 4352.02 35.9198 155.022 20.9429
1566000 4359.18 35.9041 154.989 20.9501
1567000 4372.34 35.897 155.016 20.9391
1568000 4371.16 35.8837 155.111 20.9536
1569000 4384.69 35.8802 155.035 20.9563
1570000 4387.39 35.8532 155.152 20.9458
1571000 4397.59 35.8871 155.08 20.9426
1572000 4420.39 35.8788 155.022 20.9541
1573000 4442.26 35.8989 155.044 20.9295
1574000 4423.38 35.8906 155.043 20.9254
1575000 4429.72 35.8743 154.973 20.9395
1576000 4476.06 35.9021 154.961 20.934
1577000 4452.18 35.8689 155.095 20.9372
1578000 4501.88 35.8601 154.998 20.9274
1579000 4469.39 35.895 155.007 20.9258
1580000 4496.64 35.8762 154.971 20.9338
1581000 4510.28 35.8908 154.956 20.9285
1582000 4517 35.8528 155.002 20.9546
1583000 4519.22 35.8627 154.951 20.9251
1584000 4536.62 35.8579 154.998 20.9416
1585000 4540.46 35.937 154.945 20.8876
1586000 4561.21 35.9119 154.818 20.9034
1587000 4557.33 35.8635 155.008 20.9142
1588000 4589.4 35.8559 154.895 20.9218
1589000 4574.31 35.8857 154.942 20.9076
1590000 4589.67 35.8417 155.015 20.9329
1591000 4618.52 35.9011 154.894 20.901
1592000 4610.31 35.8709 154.926 20.9109
1593000 4623.48 35.9023 154.862 20.8986
1594000 4636.33 35.9019 154.828 20.9096
1595000 4640.38 35.8875 154.832 20.9149
1596000 4656.33 35.8886 154.771 20.9134
1597000 4667.35 35.922 154.708 20.8977
1598000 4676.97 35.9352 154.744 20.8865
1599000 4687.69 35.8708 154.733 20.9108
1600000 4694.81 35.8782 154.816 20.905
1601000 4701.42 35.9336 154.704 20.8754
1602000 4724.75 35.9136 154.643 20.8887
1603000 4714.6 35.8878 154.788 20.8883
1604000 4732.65 35.8931 154.707 20.9016
1605000 4745.77 35.8782 154.828 20.8855
1606000 4755.94 35.8737 154.794 20.8957
1607000 4768.15 35.8907 154.841 20.8844
1608000 4763.36 35.8722 154.802 20.8733
1609000 4806.33 35.8827 154.738 20.8889
1610000 4772.23 35.8903 154.706 20.8857
1611000 4807.9 35.9234 154.66 20.8651
1612000 4812.29 35.8906 154.762 20.8766
1613000 4831.25 35.8944 154.753 20.8608
1614000 4818.07 35.8976 154.637 20.8915
1615000 4866.67 35.9251 154.637 20.8535
1616000 4854.22 35.8767 154.746 20.8723
1617000 4845.84 35.9067 154.664 20.8651
1618000 4884.98 35.883 154.688 20.8727
1619000 4891.99 35.8938 154.601 20.8673
1620000 4891.93 35.8724 154.649 20.8788
1621000 4903.89 35.8527 154.707 20.8771
1622000 4905.77 35.8971 154.566 20.8657
1623000 4917.24 35.8488 154.667 20.8828
1624000 4950.51 35.8697 154.557 20.8687
1625000 4943.37 35.8277 154.704 20.8789
1626000 4954.94 35.8651 154.485 20.875
1627000 4952.33 35.8227 154.746 20.8779
1628000 5001.21 35.8422 154.715 20.8526
1629000 4955.03 35.8391 154.579 20.8907
1630000 5016.42 35.8693 154.612 20.8632
1631000 5007.24 35.8936 154.457 20.8532
1632000 4981.27 35.8451 154.541 20.8665
1633000 5011.21 35.8683 154.499 20.8617
1634000 4987.33 35.8616 154.548 20.8617
1635000 5002.95 35.8504 154.627 20.8527
1636000 4995.39 35.8705 154.631 20.8543
1637000 5006.01 35.9092 154.446 20.8441
1638000 5006.89 35.808 154.829 20.8715
1639000 5004.28 35.8551 154.703 20.85
1640000 4991.23 35.8868 154.601 20.8506
1641000 5004.13 35.837 154.735 20.8629
1642000 4989.8 35.8763 154.557 20.854
1643000 5010.36 35.8768 154.626 20.8525
1644000 5003.51 35.8661 154.609 20.8598
1645000 4985.59 35.8608 154.672 20.8631
1646000 5009.18 35.8567 154.699 20.8381
1647000 4993.61 35.857 154.725 20.8549
1648000 5010.02 35.873 154.632 20.8596
1649000 4999.2 35.8581 154.658 20.843
1650000 4990.16 35.8745 154.6 20.8588
1651000 5000.81 35.8466 154.597 20.8662
1652000 5006.94 35.9143 154.486 20.8468
1653000 5005.65 35.8775 154.549 20.8706
1654000 4985.36 35.87 154.618 20.8584
1655000 5008.16 35.9133 154.453 20.8463
1656000 4991.44 35.8609 154.7 20.8619
1657000 5001.43 35.9139 154.544 20.8514
1658000 5011.85 35.9033 154.628 20.8339
1659000 5003.88 35.8978 154.503 20.8525
1660000 5001.12 35.8863 154.573 20.8451
1661000 4993.63 35.8736 154.659 20.845
1662000 5001.86 35.8746 154.699 20.8468
1663000 5002.09 35.8854 154.642 20.8529
1664000 5001.22 35.8738 154.595 20.8493
1665000 4982.14 35.9508 154.36 20.8361
1666000 5001.83 35.8382 154.598 20.8805
1667000 5017.54 35.8818 154.485 20.8481
1668000 4995.99 35.8713 154.581 20.8768
1669000 4997.95 35.8578 154.691 20.8519
1670000 5001.84 35.8793 154.512 20.8545
1671000 5001.07 35.8466 154.682 20.8619
1672000 5004.91 35.8829 154.445 20.8582
1673000 4992.62 35.8772 154.455 20.8608
1674000 5000.65 35.8665 154.67 20.8426
1675000 4990.79 35.8663 154.555 20.862
1676000 5005.92 35.9006 154.42 20.8521
1677000 5002.91 35.8464 154.518 20.8761
1678000 5013.48 35.8801 154.447 20.8557
1679000 4989.07 35.9041 154.519 20.8458
1680000 5008.46 35.8553 154.438 20.8701
1681000 4990.88 35.8703 154.546 20.8537
1682000 5012.47 35.8598 154.484 20.8609
1683000 4991.29 35.8738 154.496 20.8688
1684000 4994.01 35.8571 154.551 20.873
1685000 5010.03 35.8632 154.514 20.8689
1686000 4995.26 35.8908 154.452 20.8697
1687000 4995.24 35.8428 154.622 20.8756
1688000 5004.14 35.8733 154.5 20.8576
1689000 4993.65 35.8749 154.488 20.8774
1690000 5020.78 35.8659 154.493 20.8692
1691000 4972.37 35.8958 154.465 20.8492
1692000 5015.04 35.8678 154.527 20.8562
1693000 5006.62 35.8474 154.551 20.8695
1694000 4992.24 35.8996 154.419 20.8598
1695000 4996.78 35.8533 154.647 20.8511
1696000 5002.25 35.8752 154.5 20.858
1697000 5004.64 35.8555 154.645 20.8513
1698000 5000.21 35.8705 154.59 20.8677
1699000 5005.68 35.855 154.504 20.8668
1700000 4999.55 35.8582 154.556 20.8679
1701000 4992.43 35.8601 154.465 20.8765
1702000 5013.24 35.8552 154.469 20.8711
1703000 4975.25 35.861 154.505 20.8751
1704000 5011.77 35.8519 154.526 20.8673
1705000 4994.65 35.8684 154.485 20.8539
1706000 4996.36 35.8428 154.558 20.8633
1707000 5005.44 35.8896 154.504 20.8419
1708000 4987.32 35.857 154.524 20.8617
1709000 5007 35.8712 154.402 20.8676
1710000 4994.9 35.9126 154.43 20.8504
1711000 5016.87 35.8665 154.467 20.8657
1712000 4983.85 35.8917 154.336 20.8658
1713000 5010.4 35.872 154.528 20.8459
1714000 4982.22 35.8766 154.548 20.8651
1715000 4997.54 35.8936 154.398 20.866
1716000 5005.02 35.9142 154.435 20.8404
1717000 5009.79 35.8578 154.597 20.8608
1718000 4986.53 35.8977 154.396 20.8662
1719000 4998.35 35.8713 154.619 20.8547
1720000 5011.18 35.9097 154.393 20.8559
1721000 4991.08 35.845 154.543 20.8708
1722000 5006.41 35.9212 154.479 20.838
1723000 4989.66 35.8885 154.521 20.8451
1724000 5017.2 35.8745 154.45 20.8646
1725000 4980.15 35.9022 154.467 20.8485
1726000 5011.09 35.855 154.531 20.8605
1727000 5006.72 35.8896 154.434 20.8624
1728000 4999.73 35.8693 154.494 20.8622
1729000 4997.83 35.8409 154.493 20.8776
1730000 5002.94 35.879 154.436 20.8664
1731000 4995.67 35.8846 154.446 20.8509
1732000 4981.27 35.8607 154.4 20.8801
1733000 5011.9 35.8593 154.58 20.8666
1734000 5004.3 35.9007 154.344 20.8491
1735000 4987.52 35.8657 154.451 20.8711
1736000 5007.66 35.8627 154.436 20.8749
1737000 5003.91 35.8567 154.369 20.8727
1738000 4997.68 35.8848 154.398 20.8694
1739000 5000.1 35.8754 154.413 20.8747
1740000 4999.08 35.8826 154.358 20.8662
1741000 5006.64 35.8561 154.543 20.8611
1742000 5002.48 35.9101 154.472 20.8522
1743000 4993.58 35.8637 154.463 20.8681
1744000 5004.28 35.8703 154.497 20.8616
1745000 5006.78 35.8471 154.564 20.8702
1746000 4988.01 35.8582 154.504 20.8728
1747000 5009.78 35.8278 154.583 20.8687
1748000 4994.66 35.9004 154.361 20.8623
1749000 4997.84 35.8616 154.509 20.8649
1750000 5004.71 35.8841 154.368 20.8755
1751000 4998.9 35.8843 154.431 20.8653
1752000 5016.29 35.8545 154.479 20.8697
1753000 4989.59 35.8498 154.562 20.8691
1754000 4992.68 35.8829 154.527 20.8557
1755000 4997.69 35.8851 154.491 20.8541
1756000 5009.08 35.8572 154.5 20.8687
1757000 4995.42 35.8653 154.553 20.8553
1758000 4985.94 35.8373 154.578 20.8737
1759000 5021.97 35.8547 154.472 20.8767
1760000 4993.46 35.8942 154.484 20.8548
1761000 5002.64 35.7936 154.593 20.8964
1762000 4996 35.8762 154.447 20.8685
1763000 5014.73 35.8616 154.461 20.8623
1764000 4976.85 35.847 154.486 20.8776
1765000 5009.26 35.8511 154.488 20.8675
1766000 5000.71 35.8638 154.59 20.8523
1767000 4987.45 35.8319 154.556 20.8765
1768000 5012.26 35.8667 154.445 20.8761
1769000 5002.75 35.8371 154.591 20.8607
1770000 4997.48 35.8518 154.533 20.8685
1771000 5002.9 35.8955 154.449 20.8532
1772000 4988.22 35.8725 154.37 20.8725
1773000 4999.07 35.8389 154.534 20.8676
1774000 5005.41 35.86 154.457 20.8698
1775000 5002.78 35.8162 154.57 20.89
1776000 4996.09 35.8409 154.571 20.8701
1777000 4998.08 35.8657 154.42 20.876
1778000 4998.7 35.8662 154.471 20.8689
1779000 5008.36 35.8639 154.39 20.8652
1780000 5008.64 35.8744 154.441 20.8608
1781000 5000.38 35.8925 154.347 20.8622
1782000 4993.38 35.8816 154.43 20.866
1783000 4997.77 35.8429 154.496 20.8817
1784000 5003.58 35.8907 154.449 20.8617
1785000 4994.36 35.8811 154.473 20.8612
1786000 5004.51 35.8862 154.405 20.8681
1787000 4989.58 35.8845 154.496 20.8515
1788000 5005.9 35.851 154.539 20.8738
1789000 5004.3 35.8688 154.514 20.8628
1790000 4994.18 35.8428 154.592 20.8654
1791000 4996.17 35.8813 154.463 20.8749
1792000 5011.85 35.8415 154.561 20.8666
1793000 4992.95 35.8952 154.47 20.8613
1794000 4994.71 35.8591 154.466 20.8717
1795000 5003.13 35.8542 154.49 20.8744
1796000 4996.11 35.8685 154.445 20.8671
1797000 4993.04 35.909 154.383 20.8469
1798000 5010.66 35.8398 154.462 20.8854
1799000 4988.26 35.8682 154.379 20.8794
1800000 5008.85 35.8703 154.442 20.8659
1801000 4993.61 35.9154 154.342 20.8569
1802000 5001.72 35.8935 154.258 20.8735
1803000 5008.6 35.8733 154.473 20.861
1804000 5002.97 35.869 154.386 20.8777
1805000 5006.91 35.8608 154.437 20.8805
1806000 4989.71 35.8883 154.294 20.8846
1807000 4999.51 35.911 154.396 20.8573
1808000 4986.17 35.8945 154.363 20.8649
1809000 5006.57 35.8577 154.513 20.8708
1810000 5006.5 35.8485 154.505 20.8782
1811000 4987.42 35.8806 154.433 20.8745
1812000 5015.26 35.8432 154.481 20.8878
1813000 4993.19 35.9145 154.377 20.8557
1814000 5005.68 35.8725 154.372 20.872
1815000 4989 35.8715 154.481 20.8646
1816000 5011.58 35.8736 154.469 20.8635
1817000 4987.31 35.8785 154.595 20.848
1818000 5010.65 35.8794 154.457 20.856
1819000 4993.54 35.846 154.451 20.8802
1820000 5008.55 35.8835 154.491 20.8541
1821000 5002.88 35.8658 154.426 20.8724
1822000 4998.16 35.8781 154.402 20.8692
1823000 5003.02 35.8619 154.555 20.8632
1824000 5012.47 35.8934 154.325 20.8719
1825000 4982.77 35.8979 154.438 20.8508
1826000 4991.52 35.8778 154.507 20.8632
1827000 5005.99 35.8887 154.353 20.8573
1828000 5009.55 35.8983 154.471 20.8369
1829000 4998.51 35.8769 154.401 20.8632
1830000 4996.79 35.8808 154.42 20.8562
